algorithm,iteration,gap,record_gap,time_s
SGPTL,79,2.959593e-02,2.959593e-02,1.561167e-03
SGPTL,80,2.796563e-02,2.796563e-02,1.580917e-03
SGPTL,81,2.544585e-02,2.544585e-02,1.598750e-03
SGPTL,82,2.327156e-02,2.327156e-02,1.618750e-03
SGPTL,83,2.207406e-02,2.207406e-02,1.636834e-03
SGPTL,84,2.057954e-02,2.057954e-02,1.655792e-03
SGPTL,85,1.905211e-02,1.905211e-02,1.675375e-03
SGPTL,86,1.902158e-02,1.902158e-02,1.693375e-03
SGPTL,87,2.099831e-02,1.902158e-02,1.712334e-03
SGPTL,88,2.437309e-02,1.902158e-02,1.731917e-03
SGPTL,89,2.904785e-02,1.902158e-02,1.749667e-03
SGPTL,90,3.664022e-02,1.902158e-02,1.768417e-03
SGPTL,91,5.111670e-02,1.902158e-02,1.788042e-03
SGPTL,92,5.894048e-02,1.902158e-02,1.805834e-03
SGPTL,93,5.967677e-02,1.902158e-02,1.825584e-03
SGPTL,94,6.677625e-02,1.902158e-02,1.845875e-03
SGPTL,95,7.071816e-02,1.902158e-02,1.865750e-03
SGPTL,96,7.907140e-02,1.902158e-02,1.883250e-03
SGPTL,97,1.039794e-01,1.902158e-02,1.902500e-03
SGPTL,98,1.190446e-01,1.902158e-02,1.920334e-03
SGPTL,99,1.163452e-01,1.902158e-02,1.939084e-03
SGPTL,100,1.048625e-01,1.902158e-02,1.958709e-03
SGPTL,101,1.077583e-01,1.902158e-02,1.976542e-03
SGPTL,102,1.090143e-01,1.902158e-02,1.995084e-03
SGPTL,103,1.011720e-01,1.902158e-02,2.014834e-03
SGPTL,104,9.330258e-02,1.902158e-02,2.032917e-03
SGPTL,105,8.825513e-02,1.902158e-02,2.051667e-03
SGPTL,106,8.324737e-02,1.902158e-02,2.071084e-03
SGPTL,107,7.583646e-02,1.902158e-02,2.089000e-03
SGPTL,108,6.614267e-02,1.902158e-02,2.107959e-03
SGPTL,109,6.317069e-02,1.902158e-02,2.128625e-03
SGPTL,110,6.236994e-02,1.902158e-02,2.148792e-03
SGPTL,111,5.652414e-02,1.902158e-02,2.166459e-03
SGPTL,112,5.454784e-02,1.902158e-02,2.186167e-03
SGPTL,113,4.793949e-02,1.902158e-02,2.204084e-03
SGPTL,114,4.279927e-02,1.902158e-02,2.222959e-03
SGPTL,115,4.234116e-02,1.902158e-02,2.242667e-03
SGPTL,116,4.431205e-02,1.902158e-02,2.260625e-03
SGPTL,117,4.752119e-02,1.902158e-02,2.279292e-03
SGPTL,118,4.514182e-02,1.902158e-02,2.298875e-03
SGPTL,119,4.173599e-02,1.902158e-02,2.316750e-03
SGPTL,120,4.190092e-02,1.902158e-02,2.335667e-03
SGPTL,121,4.042638e-02,1.902158e-02,2.355459e-03
SGPTL,122,3.827026e-02,1.902158e-02,2.373625e-03
SGPTL,123,3.698454e-02,1.902158e-02,2.392792e-03
SGPTL,124,3.671154e-02,1.902158e-02,2.412250e-03
SGPTL,125,3.894387e-02,1.902158e-02,2.430000e-03
SGPTL,126,4.065286e-02,1.902158e-02,2.448834e-03
SGPTL,127,4.547709e-02,1.902158e-02,2.468459e-03
SGPTL,128,4.067574e-02,1.902158e-02,2.486292e-03
SGPTL,129,3.965429e-02,1.902158e-02,2.505792e-03
SGPTL,130,3.738589e-02,1.902158e-02,2.525709e-03
SGPTL,131,3.449837e-02,1.902158e-02,2.545667e-03
SGPTL,132,3.362572e-02,1.902158e-02,2.563292e-03
SGPTL,133,3.099328e-02,1.902158e-02,2.582917e-03
SGPTL,134,2.817260e-02,1.902158e-02,2.600792e-03
SGPTL,135,2.635151e-02,1.902158e-02,2.619834e-03
SGPTL,136,2.496369e-02,1.902158e-02,2.639542e-03
SGPTL,137,2.366338e-02,1.902158e-02,2.657250e-03
SGPTL,138,2.124001e-02,1.902158e-02,2.676167e-03
SGPTL,139,1.940856e-02,1.902158e-02,2.695875e-03
SGPTL,140,1.799453e-02,1.799453e-02,2.713834e-03
SGPTL,141,1.774546e-02,1.774546e-02,2.732834e-03
SGPTL,142,1.721689e-02,1.721689e-02,2.760334e-03
SGPTL,143,1.606048e-02,1.606048e-02,2.780584e-03
SGPTL,144,1.516045e-02,1.516045e-02,2.799917e-03
SGPTL,145,1.420477e-02,1.420477e-02,2.819667e-03
SGPTL,146,1.290602e-02,1.290602e-02,2.839042e-03
SGPTL,147,1.191289e-02,1.191289e-02,2.858459e-03
SGPTL,148,1.142194e-02,1.142194e-02,2.878167e-03
SGPTL,149,1.086271e-02,1.086271e-02,2.898875e-03
SGPTL,150,1.046363e-02,1.046363e-02,2.919250e-03
SGPTL,151,1.019332e-02,1.019332e-02,2.946084e-03
SGPTL,152,9.776914e-03,9.776914e-03,2.965750e-03
SGPTL,153,9.693260e-03,9.693260e-03,2.985625e-03
SGPTL,154,1.109795e-02,9.693260e-03,3.005000e-03
SGPTL,155,1.237585e-02,9.693260e-03,3.024750e-03
SGPTL,156,1.396196e-02,9.693260e-03,3.042875e-03
SGPTL,157,1.871353e-02,9.693260e-03,3.072584e-03
SGPTL,158,2.391932e-02,9.693260e-03,3.092250e-03
SGPTL,159,2.872231e-02,9.693260e-03,3.111584e-03
SGPTL,160,3.305775e-02,9.693260e-03,3.130542e-03
SGPTL,161,3.672369e-02,9.693260e-03,3.149917e-03
SGPTL,162,4.018128e-02,9.693260e-03,3.169042e-03
SGPTL,163,4.320518e-02,9.693260e-03,3.188709e-03
SGPTL,164,5.409263e-02,9.693260e-03,3.208292e-03
SGPTL,165,6.259165e-02,9.693260e-03,3.226750e-03
SGPTL,166,7.118305e-02,9.693260e-03,3.246625e-03
SGPTL,167,6.979314e-02,9.693260e-03,3.264584e-03
SGPTL,168,6.975868e-02,9.693260e-03,3.283542e-03
SGPTL,169,6.720967e-02,9.693260e-03,3.303125e-03
SGPTL,170,6.973229e-02,9.693260e-03,3.320959e-03
SGPTL,171,7.191245e-02,9.693260e-03,3.339750e-03
SGPTL,172,8.140964e-02,9.693260e-03,3.359125e-03
SGPTL,173,7.723865e-02,9.693260e-03,3.377625e-03
SGPTL,174,6.334965e-02,9.693260e-03,3.396459e-03
SGPTL,175,6.077220e-02,9.693260e-03,3.416334e-03
SGPTL,176,5.905001e-02,9.693260e-03,3.435917e-03
SGPTL,177,5.545917e-02,9.693260e-03,3.453625e-03
SGPTL,178,5.139839e-02,9.693260e-03,3.472750e-03
SGPTL,179,4.745775e-02,9.693260e-03,3.490042e-03
SGPTL,180,4.199814e-02,9.693260e-03,3.508667e-03
SGPTL,181,3.855845e-02,9.693260e-03,3.528250e-03
SGPTL,182,3.676582e-02,9.693260e-03,3.546709e-03
SGPTL,183,3.687359e-02,9.693260e-03,3.565625e-03
SGPTL,184,3.824968e-02,9.693260e-03,3.584209e-03
SGPTL,185,3.511269e-02,9.693260e-03,3.602375e-03
SGPTL,186,3.405318e-02,9.693260e-03,3.620750e-03
SGPTL,187,3.225966e-02,9.693260e-03,3.639334e-03
SGPTL,188,3.018376e-02,9.693260e-03,3.658042e-03
SGPTL,189,3.101999e-02,9.693260e-03,3.676250e-03
SGPTL,190,3.181675e-02,9.693260e-03,3.695334e-03
SGPTL,191,3.043589e-02,9.693260e-03,3.715125e-03
SGPTL,192,2.895630e-02,9.693260e-03,3.733709e-03
SGPTL,193,2.755593e-02,9.693260e-03,3.753250e-03
SGPTL,194,2.584041e-02,9.693260e-03,3.771250e-03
SGPTL,195,2.440314e-02,9.693260e-03,3.792542e-03
SGPTL,196,2.439457e-02,9.693260e-03,3.812292e-03
SGPTL,197,2.535911e-02,9.693260e-03,3.829917e-03
SGPTL,198,2.477464e-02,9.693260e-03,3.848709e-03
SGPTL,199,2.468688e-02,9.693260e-03,3.868709e-03
SGPTL,200,2.566434e-02,9.693260e-03,3.886417e-03
SGPTL,201,2.682703e-02,9.693260e-03,3.906417e-03
SGPTL,202,2.593288e-02,9.693260e-03,3.932292e-03
SGPTL,203,2.687691e-02,9.693260e-03,3.952084e-03
SGPTL,204,2.788276e-02,9.693260e-03,3.971375e-03
SGPTL,205,2.857415e-02,9.693260e-03,3.990875e-03
SGPTL,206,2.758299e-02,9.693260e-03,4.010084e-03
SGPTL,207,2.658637e-02,9.693260e-03,4.029125e-03
SGPTL,208,2.820773e-02,9.693260e-03,4.048875e-03
SGPTL,209,3.077266e-02,9.693260e-03,4.068334e-03
SGPTL,210,3.140016e-02,9.693260e-03,4.087917e-03
SGPTL,211,3.353100e-02,9.693260e-03,4.107584e-03
SGPTL,212,3.391753e-02,9.693260e-03,4.126917e-03
SGPTL,213,3.322773e-02,9.693260e-03,4.145917e-03
SGPTL,214,3.306183e-02,9.693260e-03,4.165417e-03
SGPTL,215,3.209097e-02,9.693260e-03,4.184917e-03
SGPTL,216,2.984183e-02,9.693260e-03,4.204375e-03
SGPTL,217,2.827023e-02,9.693260e-03,4.222292e-03
SGPTL,218,2.730612e-02,9.693260e-03,4.248125e-03
SGPTL,219,2.562116e-02,9.693260e-03,4.267792e-03
SGPTL,220,2.295898e-02,9.693260e-03,4.285417e-03
SGPTL,221,2.177107e-02,9.693260e-03,4.304084e-03
SGPTL,222,2.042214e-02,9.693260e-03,4.323792e-03
SGPTL,223,1.878304e-02,9.693260e-03,4.341500e-03
SGPTL,224,1.758780e-02,9.693260e-03,4.360167e-03
SGPTL,225,1.672878e-02,9.693260e-03,4.379584e-03
SGPTL,226,1.546742e-02,9.693260e-03,4.397334e-03
SGPTL,227,1.399771e-02,9.693260e-03,4.416584e-03
SGPTL,228,1.304926e-02,9.693260e-03,4.436042e-03
SGPTL,229,1.231361e-02,9.693260e-03,4.453709e-03
SGPTL,230,1.130443e-02,9.693260e-03,4.472417e-03
SGPTL,231,1.018103e-02,9.693260e-03,4.491792e-03
SGPTL,232,9.333695e-03,9.333695e-03,4.509834e-03
SGPTL,233,8.677860e-03,8.677860e-03,4.530000e-03
SGPTL,234,7.783316e-03,7.783316e-03,4.555542e-03
SGPTL,235,7.044774e-03,7.044774e-03,4.575875e-03
SGPTL,236,6.474305e-03,6.474305e-03,4.594917e-03
SGPTL,237,6.143637e-03,6.143637e-03,4.614500e-03
SGPTL,238,5.787712e-03,5.787712e-03,4.633667e-03
SGPTL,239,5.535302e-03,5.535302e-03,4.652834e-03
SGPTL,240,5.200595e-03,5.200595e-03,4.672334e-03
SGPTL,241,4.797915e-03,4.797915e-03,4.691834e-03
SGPTL,242,4.855762e-03,4.797915e-03,4.711167e-03
SGPTL,243,5.224085e-03,4.797915e-03,4.729334e-03
SGPTL,244,5.943313e-03,4.797915e-03,4.748917e-03
SGPTL,245,7.442515e-03,4.797915e-03,4.767750e-03
SGPTL,246,9.934311e-03,4.797915e-03,4.787125e-03
SGPTL,247,1.172085e-02,4.797915e-03,4.806334e-03
SGPTL,248,1.391564e-02,4.797915e-03,4.825375e-03
SGPTL,249,1.634571e-02,4.797915e-03,4.845292e-03
SGPTL,250,1.616205e-02,4.797915e-03,4.864792e-03
SGPTL,251,1.858349e-02,4.797915e-03,4.884209e-03
SGPTL,252,2.296722e-02,4.797915e-03,4.902084e-03
SGPTL,253,2.595089e-02,4.797915e-03,4.920792e-03
SGPTL,254,2.791278e-02,4.797915e-03,4.940417e-03
SGPTL,255,3.325269e-02,4.797915e-03,4.958084e-03
SGPTL,256,3.725804e-02,4.797915e-03,4.977209e-03
SGPTL,257,4.344167e-02,4.797915e-03,4.995959e-03
SGPTL,258,3.837450e-02,4.797915e-03,5.015459e-03
SGPTL,259,3.915960e-02,4.797915e-03,5.034667e-03
SGPTL,260,3.933804e-02,4.797915e-03,5.054250e-03
SGPTL,261,3.722365e-02,4.797915e-03,5.072125e-03
SGPTL,262,4.045831e-02,4.797915e-03,5.090834e-03
SGPTL,263,4.231050e-02,4.797915e-03,5.110417e-03
SGPTL,264,4.088621e-02,4.797915e-03,5.128500e-03
SGPTL,265,4.140669e-02,4.797915e-03,5.147042e-03
SGPTL,266,4.659383e-02,4.797915e-03,5.166584e-03
SGPTL,267,4.480772e-02,4.797915e-03,5.184334e-03
SGPTL,268,4.223580e-02,4.797915e-03,5.203417e-03
SGPTL,269,3.880971e-02,4.797915e-03,5.222625e-03
SGPTL,270,3.765861e-02,4.797915e-03,5.242375e-03
SGPTL,271,3.623366e-02,4.797915e-03,5.261875e-03
SGPTL,272,3.041068e-02,4.797915e-03,5.281125e-03
SGPTL,273,2.961255e-02,4.797915e-03,5.300250e-03
SGPTL,274,3.050718e-02,4.797915e-03,5.319334e-03
SGPTL,275,3.126012e-02,4.797915e-03,5.338042e-03
SGPTL,276,3.392201e-02,4.797915e-03,5.357542e-03
SGPTL,277,3.521943e-02,4.797915e-03,5.376250e-03
SGPTL,278,3.748597e-02,4.797915e-03,5.394875e-03
SGPTL,279,3.749656e-02,4.797915e-03,5.414417e-03
SGPTL,280,3.249980e-02,4.797915e-03,5.433334e-03
SGPTL,281,3.206496e-02,4.797915e-03,5.452000e-03
SGPTL,282,2.859641e-02,4.797915e-03,5.471375e-03
SGPTL,283,2.663124e-02,4.797915e-03,5.490292e-03
SGPTL,284,2.667536e-02,4.797915e-03,5.509125e-03
SGPTL,285,2.562163e-02,4.797915e-03,5.528584e-03
SGPTL,286,2.595333e-02,4.797915e-03,5.547750e-03
SGPTL,287,2.449715e-02,4.797915e-03,5.567292e-03
SGPTL,288,2.431321e-02,4.797915e-03,5.586750e-03
SGPTL,289,2.365128e-02,4.797915e-03,5.606167e-03
SGPTL,290,2.233787e-02,4.797915e-03,5.625334e-03
SGPTL,291,2.174935e-02,4.797915e-03,5.643959e-03
SGPTL,292,2.088722e-02,4.797915e-03,5.662042e-03
SGPTL,293,2.010760e-02,4.797915e-03,5.680334e-03
SGPTL,294,1.952316e-02,4.797915e-03,5.699125e-03
SGPTL,295,1.741474e-02,4.797915e-03,5.718084e-03
SGPTL,296,1.608360e-02,4.797915e-03,5.737000e-03
SGPTL,297,1.509709e-02,4.797915e-03,5.755709e-03
SGPTL,298,1.407670e-02,4.797915e-03,5.774875e-03
SGPTL,299,1.459176e-02,4.797915e-03,5.794375e-03
SGPTL,300,1.404699e-02,4.797915e-03,5.812334e-03
SGPTL,301,1.404359e-02,4.797915e-03,5.831625e-03
SGPTL,302,1.322864e-02,4.797915e-03,5.850500e-03
SGPTL,303,1.285724e-02,4.797915e-03,5.870000e-03
SGPTL,304,1.313517e-02,4.797915e-03,5.889417e-03
SGPTL,305,1.294892e-02,4.797915e-03,5.908292e-03
SGPTL,306,1.262382e-02,4.797915e-03,5.927542e-03
SGPTL,307,1.269447e-02,4.797915e-03,5.947042e-03
SGPTL,308,1.318930e-02,4.797915e-03,5.963834e-03
SGPTL,309,1.290019e-02,4.797915e-03,5.984209e-03
SGPTL,310,1.257750e-02,4.797915e-03,6.006250e-03
SGPTL,311,1.281557e-02,4.797915e-03,6.025042e-03
SGPTL,312,1.311972e-02,4.797915e-03,6.044875e-03
SGPTL,313,1.287104e-02,4.797915e-03,6.064500e-03
SGPTL,314,1.203011e-02,4.797915e-03,6.083834e-03
SGPTL,315,1.209212e-02,4.797915e-03,6.103459e-03
SGPTL,316,1.240886e-02,4.797915e-03,6.121334e-03
SGPTL,317,1.389727e-02,4.797915e-03,6.140542e-03
SGPTL,318,1.597091e-02,4.797915e-03,6.159417e-03
SGPTL,319,1.498397e-02,4.797915e-03,6.178875e-03
SGPTL,320,1.430776e-02,4.797915e-03,6.198084e-03
SGPTL,321,1.393642e-02,4.797915e-03,6.219750e-03
SGPTL,322,1.366034e-02,4.797915e-03,6.239667e-03
SGPTL,323,1.390103e-02,4.797915e-03,6.258292e-03
SGPTL,324,1.445998e-02,4.797915e-03,6.277917e-03
SGPTL,325,1.498505e-02,4.797915e-03,6.295542e-03
SGPTL,326,1.515497e-02,4.797915e-03,6.314625e-03
SGPTL,327,1.647338e-02,4.797915e-03,6.333417e-03
SGPTL,328,1.687515e-02,4.797915e-03,6.352917e-03
SGPTL,329,1.684483e-02,4.797915e-03,6.371625e-03
SGPTL,330,1.828673e-02,4.797915e-03,6.390500e-03
SGPTL,331,1.895589e-02,4.797915e-03,6.409792e-03
SGPTL,332,1.643321e-02,4.797915e-03,6.429459e-03
SGPTL,333,1.614429e-02,4.797915e-03,6.448292e-03
SGPTL,334,1.605048e-02,4.797915e-03,6.467834e-03
SGPTL,335,1.623913e-02,4.797915e-03,6.487292e-03
SGPTL,336,1.593989e-02,4.797915e-03,6.503875e-03
SGPTL,337,1.529866e-02,4.797915e-03,6.523209e-03
SGPTL,338,1.587317e-02,4.797915e-03,6.540834e-03
SGPTL,339,1.629917e-02,4.797915e-03,6.559917e-03
SGPTL,340,1.650458e-02,4.797915e-03,6.578792e-03
SGPTL,341,1.618864e-02,4.797915e-03,6.598417e-03
SGPTL,342,1.541661e-02,4.797915e-03,6.617959e-03
SGPTL,343,1.490212e-02,4.797915e-03,6.637209e-03
SGPTL,344,1.370890e-02,4.797915e-03,6.656667e-03
SGPTL,345,1.357067e-02,4.797915e-03,6.675875e-03
SGPTL,346,1.505488e-02,4.797915e-03,6.695209e-03
SGPTL,347,1.687075e-02,4.797915e-03,6.714125e-03
SGPTL,348,1.830921e-02,4.797915e-03,6.733542e-03
SGPTL,349,1.712133e-02,4.797915e-03,6.752875e-03
SGPTL,350,1.551115e-02,4.797915e-03,6.772084e-03
SGPTL,351,1.518892e-02,4.797915e-03,6.791584e-03
SGPTL,352,1.461843e-02,4.797915e-03,6.811042e-03
SGPTL,353,1.310783e-02,4.797915e-03,6.831250e-03
SGPTL,354,1.109327e-02,4.797915e-03,6.854000e-03
SGPTL,355,9.933418e-03,4.797915e-03,6.873584e-03
SGPTL,356,9.475672e-03,4.797915e-03,6.893167e-03
SGPTL,357,8.640572e-03,4.797915e-03,6.912667e-03
SGPTL,358,7.666215e-03,4.797915e-03,6.931792e-03
SGPTL,359,6.968692e-03,4.797915e-03,6.950709e-03
SGPTL,360,6.387635e-03,4.797915e-03,6.970209e-03
SGPTL,361,5.874904e-03,4.797915e-03,6.989709e-03
SGPTL,362,5.536228e-03,4.797915e-03,7.008417e-03
SGPTL,363,5.118997e-03,4.797915e-03,7.027834e-03
SGPTL,364,4.850234e-03,4.797915e-03,7.047375e-03
SGPTL,365,4.565853e-03,4.565853e-03,7.065084e-03
SGPTL,366,4.285770e-03,4.285770e-03,7.084917e-03
SGPTL,367,4.056207e-03,4.056207e-03,7.104542e-03
SGPTL,368,3.890176e-03,3.890176e-03,7.124292e-03
SGPTL,369,3.704130e-03,3.704130e-03,7.141959e-03
SGPTL,370,3.500139e-03,3.500139e-03,7.161750e-03
SGPTL,371,3.282306e-03,3.282306e-03,7.179750e-03
SGPTL,372,3.081606e-03,3.081606e-03,7.198792e-03
SGPTL,373,2.905918e-03,2.905918e-03,7.217625e-03
SGPTL,374,2.708114e-03,2.708114e-03,7.237375e-03
SGPTL,375,2.647482e-03,2.647482e-03,7.257042e-03
SGPTL,376,2.708428e-03,2.647482e-03,7.276459e-03
SGPTL,377,2.787189e-03,2.647482e-03,7.295834e-03
SGPTL,378,3.050927e-03,2.647482e-03,7.315250e-03
SGPTL,379,3.357958e-03,2.647482e-03,7.334459e-03
SGPTL,380,3.761087e-03,2.647482e-03,7.353750e-03
SGPTL,381,4.454653e-03,2.647482e-03,7.373084e-03
SGPTL,382,4.999817e-03,2.647482e-03,7.390292e-03
SGPTL,383,5.153746e-03,2.647482e-03,7.414500e-03
SGPTL,384,6.087005e-03,2.647482e-03,7.434250e-03
SGPTL,385,7.404753e-03,2.647482e-03,7.452292e-03
SGPTL,386,8.439133e-03,2.647482e-03,7.471625e-03
SGPTL,387,8.720195e-03,2.647482e-03,7.489375e-03
SGPTL,388,9.023575e-03,2.647482e-03,7.508792e-03
SGPTL,389,1.058276e-02,2.647482e-03,7.527667e-03
SGPTL,390,1.200892e-02,2.647482e-03,7.551292e-03
SGPTL,391,1.275234e-02,2.647482e-03,7.570375e-03
SGPTL,392,1.485207e-02,2.647482e-03,7.589250e-03
SGPTL,393,1.557039e-02,2.647482e-03,7.608500e-03
SGPTL,394,1.537494e-02,2.647482e-03,7.627709e-03
SGPTL,395,1.752169e-02,2.647482e-03,7.649625e-03
SGPTL,396,1.705689e-02,2.647482e-03,7.667292e-03
SGPTL,397,1.809791e-02,2.647482e-03,7.685959e-03
SGPTL,398,1.971618e-02,2.647482e-03,7.705375e-03
SGPTL,399,2.224045e-02,2.647482e-03,7.723000e-03
SGPTL,400,2.121445e-02,2.647482e-03,7.742417e-03
SGPTL,401,2.038283e-02,2.647482e-03,7.762000e-03
SGPTL,402,2.011979e-02,2.647482e-03,7.785709e-03
SGPTL,403,1.873514e-02,2.647482e-03,7.804875e-03
SGPTL,404,1.826032e-02,2.647482e-03,7.823667e-03
SGPTL,405,2.042995e-02,2.647482e-03,7.842917e-03
SGPTL,406,2.172585e-02,2.647482e-03,7.862375e-03
SGPTL,407,2.242393e-02,2.647482e-03,7.881709e-03
SGPTL,408,2.101736e-02,2.647482e-03,7.901417e-03
SGPTL,409,2.069131e-02,2.647482e-03,7.920250e-03
SGPTL,410,2.214471e-02,2.647482e-03,7.939000e-03
SGPTL,411,2.253075e-02,2.647482e-03,7.958584e-03
SGPTL,412,2.034369e-02,2.647482e-03,7.977875e-03
SGPTL,413,1.846188e-02,2.647482e-03,7.997292e-03
SGPTL,414,1.809500e-02,2.647482e-03,8.016792e-03
SGPTL,415,1.924931e-02,2.647482e-03,8.035250e-03
SGPTL,416,1.948349e-02,2.647482e-03,8.054792e-03
SGPTL,417,1.817673e-02,2.647482e-03,8.072500e-03
SGPTL,418,1.749802e-02,2.647482e-03,8.091167e-03
SGPTL,419,1.752648e-02,2.647482e-03,8.109667e-03
SGPTL,420,1.817574e-02,2.647482e-03,8.128125e-03
SGPTL,421,1.866334e-02,2.647482e-03,8.146250e-03
SGPTL,422,1.931970e-02,2.647482e-03,8.164917e-03
SGPTL,423,1.984791e-02,2.647482e-03,8.181959e-03
SGPTL,424,1.988289e-02,2.647482e-03,8.199834e-03
SGPTL,425,1.983490e-02,2.647482e-03,8.218500e-03
SGPTL,426,1.976498e-02,2.647482e-03,8.235334e-03
SGPTL,427,2.043364e-02,2.647482e-03,8.253375e-03
SGPTL,428,2.047064e-02,2.647482e-03,8.273042e-03
SGPTL,429,2.160408e-02,2.647482e-03,8.291917e-03
SGPTL,430,2.132593e-02,2.647482e-03,8.311042e-03
SGPTL,431,2.047668e-02,2.647482e-03,8.329917e-03
SGPTL,432,2.169294e-02,2.647482e-03,8.349334e-03
SGPTL,433,2.253672e-02,2.647482e-03,8.367875e-03
SGPTL,434,2.151078e-02,2.647482e-03,8.386667e-03
SGPTL,435,2.020191e-02,2.647482e-03,8.406000e-03
SGPTL,436,1.977734e-02,2.647482e-03,8.424834e-03
SGPTL,437,2.053205e-02,2.647482e-03,8.443375e-03
SGPTL,438,2.041994e-02,2.647482e-03,8.462959e-03
SGPTL,439,2.098293e-02,2.647482e-03,8.482459e-03
SGPTL,440,2.222623e-02,2.647482e-03,8.501417e-03
SGPTL,441,2.295138e-02,2.647482e-03,8.520709e-03
SGPTL,442,2.131421e-02,2.647482e-03,8.539875e-03
SGPTL,443,2.003620e-02,2.647482e-03,8.558667e-03
SGPTL,444,1.966530e-02,2.647482e-03,8.578167e-03
SGPTL,445,1.957412e-02,2.647482e-03,8.596792e-03
SGPTL,446,1.913435e-02,2.647482e-03,8.615500e-03
SGPTL,447,1.756172e-02,2.647482e-03,8.634959e-03
SGPTL,448,1.559362e-02,2.647482e-03,8.659250e-03
SGPTL,449,1.522340e-02,2.647482e-03,8.678375e-03
SGPTL,450,1.448986e-02,2.647482e-03,8.698042e-03
SGPTL,451,1.384099e-02,2.647482e-03,8.717375e-03
SGPTL,452,1.341450e-02,2.647482e-03,8.736834e-03
SGPTL,453,1.244279e-02,2.647482e-03,8.754625e-03
SGPTL,454,1.197816e-02,2.647482e-03,8.773292e-03
SGPTL,455,1.220831e-02,2.647482e-03,8.792750e-03
SGPTL,456,1.125326e-02,2.647482e-03,8.810375e-03
SGPTL,457,1.090530e-02,2.647482e-03,8.830584e-03
SGPTL,458,1.005976e-02,2.647482e-03,8.852542e-03
SGPTL,459,9.387914e-03,2.647482e-03,8.872709e-03
SGPTL,460,9.285272e-03,2.647482e-03,8.889250e-03
SGPTL,461,8.763041e-03,2.647482e-03,8.908750e-03
SGPTL,462,8.203055e-03,2.647482e-03,8.926875e-03
SGPTL,463,7.747286e-03,2.647482e-03,8.945584e-03
SGPTL,464,7.402702e-03,2.647482e-03,8.965000e-03
SGPTL,465,7.420764e-03,2.647482e-03,8.982625e-03
SGPTL,466,7.742445e-03,2.647482e-03,9.001292e-03
SGPTL,467,7.642606e-03,2.647482e-03,9.028250e-03
SGPTL,468,7.399802e-03,2.647482e-03,9.047959e-03
SGPTL,469,7.017743e-03,2.647482e-03,9.067292e-03
SGPTL,470,6.837007e-03,2.647482e-03,9.086834e-03
SGPTL,471,6.765212e-03,2.647482e-03,9.106084e-03
SGPTL,472,6.341825e-03,2.647482e-03,9.125167e-03
SGPTL,473,5.866635e-03,2.647482e-03,9.144542e-03
SGPTL,474,5.724572e-03,2.647482e-03,9.163750e-03
SGPTL,475,5.674205e-03,2.647482e-03,9.183167e-03
SGPTL,476,5.568839e-03,2.647482e-03,9.202584e-03
SGPTL,477,5.716547e-03,2.647482e-03,9.220917e-03
SGPTL,478,5.442609e-03,2.647482e-03,9.240500e-03
SGPTL,479,5.036718e-03,2.647482e-03,9.258209e-03
SGPTL,480,4.943515e-03,2.647482e-03,9.277084e-03
SGPTL,481,4.624673e-03,2.647482e-03,9.296625e-03
SGPTL,482,4.556459e-03,2.647482e-03,9.314250e-03
SGPTL,483,4.590951e-03,2.647482e-03,9.332875e-03
SGPTL,484,4.403796e-03,2.647482e-03,9.352250e-03
SGPTL,485,4.318476e-03,2.647482e-03,9.369834e-03
SGPTL,486,3.932438e-03,2.647482e-03,9.388667e-03
SGPTL,487,3.621135e-03,2.647482e-03,9.408000e-03
SGPTL,488,3.274799e-03,2.647482e-03,9.425542e-03
SGPTL,489,3.114103e-03,2.647482e-03,9.444125e-03
SGPTL,490,3.138644e-03,2.647482e-03,9.463500e-03
SGPTL,491,3.172650e-03,2.647482e-03,9.481250e-03
SGPTL,492,3.301257e-03,2.647482e-03,9.499959e-03
SGPTL,493,3.580176e-03,2.647482e-03,9.519375e-03
SGPTL,494,3.675381e-03,2.647482e-03,9.537125e-03
SGPTL,495,3.715987e-03,2.647482e-03,9.555917e-03
SGPTL,496,3.835010e-03,2.647482e-03,9.575500e-03
SGPTL,497,3.930900e-03,2.647482e-03,9.593084e-03
SGPTL,498,3.781490e-03,2.647482e-03,9.611875e-03
SGPTL,499,3.712028e-03,2.647482e-03,9.631375e-03
SGPTL,500,3.357579e-03,2.647482e-03,9.649042e-03
SGPTL,501,3.411230e-03,2.647482e-03,9.667667e-03
SGPTL,502,3.321530e-03,2.647482e-03,9.698250e-03
SGPTL,503,3.192912e-03,2.647482e-03,9.717250e-03
SGPTL,504,3.191983e-03,2.647482e-03,9.736542e-03
SGPTL,505,3.376592e-03,2.647482e-03,9.756334e-03
SGPTL,506,3.631450e-03,2.647482e-03,9.775167e-03
SGPTL,507,3.731202e-03,2.647482e-03,9.794625e-03
SGPTL,508,4.067776e-03,2.647482e-03,9.812209e-03
SGPTL,509,4.232226e-03,2.647482e-03,9.830834e-03
SGPTL,510,3.924699e-03,2.647482e-03,9.850334e-03
SGPTL,511,3.865132e-03,2.647482e-03,9.868250e-03
SGPTL,512,3.735175e-03,2.647482e-03,9.886875e-03
SGPTL,513,3.643834e-03,2.647482e-03,9.906375e-03
SGPTL,514,3.483224e-03,2.647482e-03,9.925834e-03
